,Title,Type,Source,Episodes,Status,Started At,Ended At,Duration in Minutes,Rating,Score,Scored By,Score Rank,Popularity Rank,Members,Favorites,Season,Year,Genre,Theme,Demographic
4289,Princess Connect! Re:Dive,TV,Game,13.0,Finished Airing,2020-04-07,2020-06-30,23,PG-13 - Teens 13 or older,7.04,121766,4013.0,843,283930,1027,spring,2020.0,"['Adventure', 'Comedy', 'Fantasy', 'Gourmet']",[],[]
4290,Jarinko Chie,Movie,Manga,1.0,Finished Airing,1981-04-11,,109,PG-13 - Teens 13 or older,7.04,1836,3998.0,8641,4576,8,,,"['Comedy', 'Drama']",[],['Seinen']
4291,Seikai no Danshou: Tanjou,TV Special,Light novel,1.0,Finished Airing,2000-08-25,,25,PG-13 - Teens 13 or older,7.04,4170,4016.0,6637,8836,12,,,"['Romance', 'Sci-Fi']","['Military', 'Space']",[]
4292,Minky Momo in Yume ni Kakeru Hashi,OVA,Original,1.0,Finished Airing,1993-05-21,,38,G - All Ages,7.04,1037,4010.0,10043,2807,13,,,['Drama'],['Mahou Shoujo'],[]
4293,Astro Boy: Tetsuwan Atom,TV,Manga,50.0,Finished Airing,2003-04-06,2004-03-28,24,G - All Ages,7.04,11180,3985.0,4423,24276,161,spring,2003.0,"['Action', 'Adventure', 'Sci-Fi']",['Super Power'],['Shounen']
4294,Seisenshi Dunbine,TV,Novel,49.0,Finished Airing,1983-02-05,1984-01-21,24,PG-13 - Teens 13 or older,7.04,2610,4019.0,5640,13279,47,winter,1983.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']","['Isekai', 'Mecha']",[]
4295,Ninja Senshi Tobikage,TV,Original,43.0,Finished Airing,1985-10-06,1986-07-27,24,PG-13 - Teens 13 or older,7.04,1570,4011.0,8338,5024,21,fall,1985.0,"['Action', 'Adventure', 'Sci-Fi']","['Mecha', 'Space']",[]
4296,Penguin's Memory: Shiawase Monogatari,Movie,Other,1.0,Finished Airing,1985-06-22,,102,PG-13 - Teens 13 or older,7.04,1688,4011.0,8340,5026,35,,,['Drama'],"['Anthropomorphic', 'Military']",[]
4297,Machine-Doll wa Kizutsukanai,TV,Light novel,12.0,Finished Airing,2013-10-07,2013-12-23,23,R+ - Mild Nudity,7.04,156812,4004.0,728,325062,674,fall,2013.0,"['Action', 'Fantasy', 'Sci-Fi', 'Ecchi']","['Harem', 'School']",[]
4298,Hakuouki OVA (2021),OVA,Visual novel,3.0,Finished Airing,2021-11-13,2022-01-29,27,R - 17+ (violence & profanity),7.04,1292,3996.0,7749,6016,29,,,"['Action', 'Drama', 'Supernatural']","['Historical', 'Samurai']",['Josei']
4299,Azumanga Daiou: Gekijou Tanpen,Special,4-koma manga,1.0,Finished Airing,2001-12-25,,6,PG-13 - Teens 13 or older,7.04,24035,3985.0,3338,43141,19,,,['Comedy'],"['CGDCT', 'Gag Humor', 'School']",[]
4300,Ochame na Futago: Claire Gakuin Monogatari,TV,Novel,26.0,Finished Airing,1991-01-05,1991-11-02,25,G - All Ages,7.04,1151,3980.0,9765,3098,3,winter,1991.0,"['Comedy', 'Slice of Life']","['Historical', 'School']",[]
4301,Rockman.EXE Stream,TV,Game,51.0,Finished Airing,2004-10-02,2005-09-24,25,PG - Children,7.04,3939,4015.0,6297,10063,26,fall,2004.0,"['Action', 'Adventure', 'Sci-Fi']","['Mecha', 'School', 'Strategy Game']",[]
4302,Black★Rock Shooter,Music,Other,1.0,Finished Airing,2008-06-13,,4,PG-13 - Teens 13 or older,7.04,33633,,2591,68469,313,,,"['Action', 'Fantasy']","['Mahou Shoujo', 'Music']",[]
4303,Roujin Z,Movie,Original,1.0,Finished Airing,1991-09-14,,79,PG-13 - Teens 13 or older,7.04,12927,4016.0,3561,38287,79,,,"['Award Winning', 'Comedy', 'Drama', 'Sci-Fi']","['Adult Cast', 'Mecha']",[]
4304,Galaxy Angel,TV,Game,24.0,Finished Airing,2001-04-08,2001-09-30,13,PG-13 - Teens 13 or older,7.04,11600,3992.0,4066,29152,191,spring,2001.0,"['Comedy', 'Sci-Fi']",[],[]
4305,Meiji Tokyo Renka,TV,Visual novel,12.0,Finished Airing,2019-01-09,2019-03-27,23,PG-13 - Teens 13 or older,7.04,21197,4006.0,2920,55201,261,winter,2019.0,"['Romance', 'Supernatural']","['Historical', 'Reverse Harem', 'Time Travel']",['Josei']
4306,Starship Operators,TV,Light novel,13.0,Finished Airing,2005-01-05,2005-03-30,24,PG-13 - Teens 13 or older,7.04,5443,3973.0,5239,15921,54,winter,2005.0,"['Drama', 'Sci-Fi']","['Military', 'Space']",[]
4307,Dirty Pair: Lovely Angels yori Ai wo Komete,OVA,Light novel,2.0,Finished Airing,1987-01-01,,24,PG-13 - Teens 13 or older,7.04,2372,3990.0,7821,5891,4,,,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",[],[]
4308,Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 2,ONA,Novel,16.0,Finished Airing,2022-01-26,2022-05-04,18,PG-13 - Teens 13 or older,7.04,280,3991.0,13930,839,8,,,"['Action', 'Adventure', 'Mystery']","['Historical', 'Martial Arts']",[]
4309,Tenjou Tenge: The Past Chapter,OVA,Manga,1.0,Finished Airing,2005-03-30,,92,R - 17+ (violence & profanity),7.04,10069,3975.0,4562,22457,16,,,"['Action', 'Drama', 'Supernatural']","['Martial Arts', 'Super Power']",['Seinen']
4310,Lupin III: Alcatraz Connection,TV Special,Manga,1.0,Finished Airing,2001-08-03,,91,PG-13 - Teens 13 or older,7.04,3171,3971.0,6981,7840,10,,,"['Action', 'Adventure', 'Comedy']",['Adult Cast'],['Seinen']
4311,Happy Birthday: Inochi Kagayaku Toki,Movie,Book,1.0,Finished Airing,1999-07-27,,79,G - All Ages,7.04,1518,4008.0,8830,4296,22,,,"['Drama', 'Slice of Life']",['Iyashikei'],['Kids']
4312,Tsugumomo,TV,Manga,12.0,Finished Airing,2017-04-02,2017-06-18,23,R+ - Mild Nudity,7.04,80294,3976.0,1187,198731,504,spring,2017.0,"['Action', 'Comedy', 'Supernatural', 'Ecchi']","['Harem', 'Mythology', 'School']",[]
4313,Aru Tabibito no Nikki,ONA,Original,6.0,Finished Airing,2003-03-19,2003-06-04,3,G - All Ages,7.04,11739,3986.0,4266,26389,119,,,"['Adventure', 'Fantasy']",[],[]
4314,Suki ni Naru Sono Shunkan wo. Kokuhaku Jikkou Iinkai,Movie,Music,1.0,Finished Airing,2016-12-17,,63,PG-13 - Teens 13 or older,7.04,47594,3974.0,1841,116068,246,,,"['Comedy', 'Drama', 'Romance']",['School'],[]
4315,Zhen Wu Dianfeng 2nd Season,ONA,Original,52.0,Finished Airing,2023-05-10,2023-11-25,10,PG-13 - Teens 13 or older,7.03,270,4033.0,13678,894,7,,,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",[]
4316,Bai Lian Cheng Shen,ONA,Web novel,52.0,Finished Airing,2022-11-04,2023-10-20,15,PG-13 - Teens 13 or older,7.03,658,4056.0,11055,2055,36,,,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",[]
4317,Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,TV,Light novel,12.0,Finished Airing,2023-01-07,2023-03-25,23,PG-13 - Teens 13 or older,7.03,68539,4024.0,1624,137374,518,winter,2023.0,['Fantasy'],[],[]
4318,Uma Musume: Pretty Derby - 1st Anniversary Special Animation,Special,Game,1.0,Finished Airing,2022-02-22,,7,PG-13 - Teens 13 or older,7.03,1427,4029.0,9022,3996,5,,,"['Comedy', 'Sports']",['Anthropomorphic'],[]
4319,Boku to Nurse no Kenshuu Nisshi The Animation,OVA,Visual novel,1.0,Finished Airing,2018-11-30,,22,Rx - Hentai,7.03,3835,,6659,8777,21,,,['Hentai'],[],[]
4320,Girls Rush The Animation,OVA,Manga,2.0,Finished Airing,2021-12-24,,15,Rx - Hentai,7.03,3093,,7303,6958,33,,,['Hentai'],[],[]
4321,Gakuen de Jikan yo Tomare,OVA,Visual novel,4.0,Finished Airing,2015-05-29,2015-10-30,29,Rx - Hentai,7.03,10280,,4475,23647,196,,,['Hentai'],[],[]
4322,Kaibutsu Oujo (OVA),OVA,Manga,3.0,Finished Airing,2010-12-09,2011-10-07,22,R - 17+ (violence & profanity),7.03,5281,4024.0,5680,13089,13,,,"['Action', 'Comedy', 'Horror', 'Supernatural']",[],['Shounen']
4323,Kyoukaisenjou no Horizon,TV,Light novel,13.0,Finished Airing,2011-10-02,2011-12-25,24,PG-13 - Teens 13 or older,7.03,65507,4031.0,1307,180088,912,fall,2011.0,"['Action', 'Fantasy', 'Sci-Fi']",[],[]
4324,Grisaia no Rakuen Specials,Special,Visual novel,5.0,Finished Airing,2015-08-26,2015-12-25,3,R+ - Mild Nudity,7.03,31752,4065.0,2760,61626,37,,,['Ecchi'],[],[]
4325,Hayate no Gotoku! Can't Take My Eyes Off You,TV,Manga,12.0,Finished Airing,2012-10-04,2012-12-20,24,PG-13 - Teens 13 or older,7.03,26393,4068.0,2880,56704,72,fall,2012.0,['Comedy'],"['Harem', 'Parody']",['Shounen']
4326,Ookami Shoujo to Kuro Ouji,TV,Manga,12.0,Finished Airing,2014-10-05,2014-12-21,23,PG-13 - Teens 13 or older,7.03,254303,4039.0,477,468777,1938,fall,2014.0,"['Comedy', 'Romance']",['School'],['Shoujo']
4327,Natsu-iro Kiseki,TV,Original,12.0,Finished Airing,2012-04-06,2012-06-29,24,PG-13 - Teens 13 or older,7.03,15502,4037.0,3312,43672,117,spring,2012.0,"['Slice of Life', 'Supernatural']",['School'],[]
4328,Ohedo Julia-Night,Music,Original,1.0,Finished Airing,2017-09-01,,3,G - All Ages,7.03,669,,12941,1101,3,,,[],['Music'],[]
4329,Wu Geng Ji Zhi San Jie,ONA,Manga,42.0,Finished Airing,2019-12-20,2020-10-09,16,PG-13 - Teens 13 or older,7.03,897,4055.0,10130,2741,10,,,"['Action', 'Fantasy', 'Supernatural']","['Historical', 'Martial Arts']",[]
4330,Kyou no 5 no 2 (TV): Takarabako,OVA,Manga,1.0,Finished Airing,2009-10-06,,28,PG-13 - Teens 13 or older,7.03,3483,4030.0,6648,8800,3,,,"['Comedy', 'Ecchi']",['School'],['Seinen']
4331,Pokemon Movie 12: Arceus Choukoku no Jikuu e,Movie,Game,1.0,Finished Airing,2009-07-18,,94,PG - Children,7.03,54243,4050.0,2215,88643,28,,,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",[],['Kids']
4332,Koro-sensei Quest!,ONA,Manga,12.0,Finished Airing,2016-12-23,2017-03-10,10,PG-13 - Teens 13 or older,7.03,25866,4029.0,3014,52301,52,,,['Comedy'],[],['Shounen']
4333,Golden Time (Movie),Movie,Original,1.0,Finished Airing,2013-12-05,,21,G - All Ages,7.03,2134,4065.0,6476,9454,17,,,"['Comedy', 'Fantasy']",[],[]
4334,Blame! Movie,Movie,Manga,1.0,Finished Airing,2017-05-20,,105,PG-13 - Teens 13 or older,7.03,59249,4059.0,1953,107183,292,,,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Psychological']",['Seinen']
4335,Ling Jian Zun 3rd Season,ONA,Novel,40.0,Finished Airing,2019-12-24,2020-05-15,10,PG-13 - Teens 13 or older,7.03,1248,4032.0,10340,2580,6,,,"['Action', 'Adventure', 'Fantasy', 'Romance']",['Martial Arts'],[]
4336,Joker Game,TV,Novel,12.0,Finished Airing,2016-04-05,2016-06-21,23,R - 17+ (violence & profanity),7.03,88480,4070.0,1137,210520,609,spring,2016.0,"['Drama', 'Mystery', 'Suspense']","['Historical', 'Military']",[]
4337,Strike the Blood,TV,Light novel,24.0,Finished Airing,2013-10-04,2014-03-28,24,R+ - Mild Nudity,7.03,311350,4049.0,326,636631,2254,fall,2013.0,"['Action', 'Fantasy', 'Supernatural', 'Ecchi']","['Harem', 'School', 'Vampire']",[]
4338,MM!,TV,Light novel,12.0,Finished Airing,2010-10-02,2010-12-18,23,PG-13 - Teens 13 or older,7.03,124511,4036.0,1011,236057,666,fall,2010.0,"['Comedy', 'Ecchi']","['Harem', 'School']",[]
4339,Kodomo no Jikan OVA,OVA,Manga,3.0,Finished Airing,2007-09-11,2011-01-21,24,R+ - Mild Nudity,7.03,16707,4037.0,3994,30335,29,,,"['Comedy', 'Ecchi']",['School'],[]
4340,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,TV,Unknown,52.0,Finished Airing,1992-10-15,1993-09-30,26,G - All Ages,7.03,1131,4026.0,9005,4014,14,fall,1992.0,['Drama'],['Historical'],[]
4341,Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,Special,Light novel,1.0,Finished Airing,2011-10-26,,3,PG-13 - Teens 13 or older,7.03,10634,4059.0,4288,26078,15,,,['Comedy'],[],[]
4342,Urusei Yatsura: The Shougaibutsu Suieitaikai,Special,Manga,1.0,Finished Airing,2008-07-30,,27,PG-13 - Teens 13 or older,7.03,2213,4030.0,7729,6056,14,,,"['Action', 'Comedy', 'Romance', 'Sci-Fi']",['School'],['Shounen']
4343,Ling Long: Incarnation Final Chapter,ONA,Original,2.0,Finished Airing,2021-05-01,2021-05-05,38,R - 17+ (violence & profanity),7.03,700,4033.0,11923,1516,9,,,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Suspense']",['Mythology'],[]
4344,Kodomo no Jikan Ni Gakki,OVA,Manga,3.0,Finished Airing,2009-02-20,2009-07-24,23,R - 17+ (violence & profanity),7.03,17199,4026.0,3892,32052,30,,,"['Comedy', 'Ecchi']",['School'],[]
4345,Uchuu Taitei God Sigma,TV,Unknown,50.0,Finished Airing,1980-03-19,1981-02-25,25,PG-13 - Teens 13 or older,7.03,433,4050.0,11950,1502,3,spring,1980.0,['Action'],"['Mecha', 'Space']",[]
4346,Lost Universe,TV,Light novel,26.0,Finished Airing,1998-04-03,1998-09-25,22,PG-13 - Teens 13 or older,7.03,6820,4033.0,5095,17276,57,spring,1998.0,"['Adventure', 'Comedy', 'Drama', 'Sci-Fi']",['Space'],[]
4347,Ninkuu,TV,Manga,55.0,Finished Airing,1995-01-14,1996-02-24,24,PG-13 - Teens 13 or older,7.03,1664,4038.0,7287,6998,27,winter,1995.0,['Adventure'],[],['Shounen']
4348,Shenhai,Movie,Original,1.0,Finished Airing,2023-01-22,,112,PG-13 - Teens 13 or older,7.03,250,4045.0,10180,2705,13,,,"['Adventure', 'Fantasy']",[],[]
4349,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,OVA,Light novel,1.0,Finished Airing,2012-09-26,,24,R+ - Mild Nudity,7.03,64774,4060.0,1861,114811,52,,,"['Comedy', 'Romance', 'Ecchi']","['Love Polygon', 'School']",[]
4350,Jahy-sama wa Kujikenai!,TV,Manga,20.0,Finished Airing,2021-08-01,2021-12-19,23,PG-13 - Teens 13 or older,7.03,84145,4070.0,978,244659,1441,summer,2021.0,"['Comedy', 'Supernatural']",[],['Shounen']
4351,Devilman: Yochou Sirene-hen,OVA,Manga,1.0,Finished Airing,1990-02-25,,57,R+ - Mild Nudity,7.03,12717,4061.0,4506,23159,123,,,"['Horror', 'Sci-Fi', 'Supernatural']","['Gore', 'Mythology']",['Shounen']
4352,Wasurenagumo,TV Special,Original,1.0,Finished Airing,2012-03-12,,25,PG-13 - Teens 13 or older,7.03,17133,4031.0,3606,37574,58,,,"['Comedy', 'Supernatural']",[],[]
4353,Hana no Ko Lunlun,TV,Original,50.0,Finished Airing,1979-02-09,1980-02-08,24,G - All Ages,7.03,1730,4066.0,7854,5833,23,winter,1979.0,"['Adventure', 'Drama']",[],[]
4354,Ichigo Mashimaro Episode 0,Special,4-koma manga,1.0,Finished Airing,2005-06-08,,4,PG-13 - Teens 13 or older,7.03,8647,4068.0,5286,15630,9,,,['Comedy'],['CGDCT'],[]
4355,Danball Senki W,TV,Game,58.0,Finished Airing,2012-01-18,2013-03-20,23,G - All Ages,7.03,3058,4060.0,7501,6532,26,winter,2012.0,['Action'],['Mecha'],['Kids']
4356,Rockman.EXE Beast,TV,Game,25.0,Finished Airing,2005-10-01,2006-04-01,25,PG - Children,7.03,3176,4042.0,6811,8350,17,fall,2005.0,"['Action', 'Adventure', 'Sci-Fi']","['Mecha', 'Strategy Game']",[]
4357,Taiho Shichau zo Special,TV,Manga,20.0,Finished Airing,1999-03-30,1999-04-30,8,PG-13 - Teens 13 or older,7.03,2542,4049.0,7201,7218,7,spring,1999.0,"['Action', 'Comedy']","['Adult Cast', 'Detective', 'Workplace']",['Seinen']
4358,Futari wa Precure: Max Heart,TV,Original,47.0,Finished Airing,2005-02-06,2006-01-29,24,G - All Ages,7.03,8220,4063.0,4898,19168,55,winter,2005.0,"['Action', 'Comedy', 'Fantasy']",['Mahou Shoujo'],[]
4359,"Dragon Ball Z Movie 15: Fukkatsu no ""F""",Movie,Manga,1.0,Finished Airing,2015-04-18,,107,PG-13 - Teens 13 or older,7.03,121303,4063.0,1317,179048,136,,,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Martial Arts', 'Super Power']",['Shounen']
4360,Red Garden,TV,Original,22.0,Finished Airing,2006-10-04,2007-03-14,23,R - 17+ (violence & profanity),7.03,11054,4051.0,3237,45444,142,fall,2006.0,"['Drama', 'Mystery', 'Supernatural']",['Psychological'],[]
4361,Mamoru-kun ni Megami no Shukufuku wo!,TV,Light novel,24.0,Finished Airing,2006-10-06,2007-03-30,23,PG-13 - Teens 13 or older,7.03,10691,4035.0,4196,27140,46,fall,2006.0,"['Comedy', 'Romance']",['School'],[]
4362,Sekirei,TV,Manga,12.0,Finished Airing,2008-07-02,2008-09-17,23,R+ - Mild Nudity,7.03,204918,4044.0,558,407608,1726,summer,2008.0,"['Action', 'Comedy', 'Ecchi']","['Harem', 'Super Power']",['Seinen']
4363,Soredemo Ayumu wa Yosetekuru,TV,Manga,12.0,Finished Airing,2022-07-08,2022-09-23,24,PG-13 - Teens 13 or older,7.03,49947,4024.0,1439,160178,656,summer,2022.0,"['Comedy', 'Romance']",['School'],['Shounen']
4364,Sousei no Aquarion OVA,OVA,Original,2.0,Finished Airing,2007-05-25,2007-11-22,54,R+ - Mild Nudity,7.03,4380,4025.0,6094,10908,9,,,"['Action', 'Romance', 'Sci-Fi', 'Supernatural']","['Mecha', 'Super Power']",[]
4365,Piplup Step,Music,Game,1.0,Finished Airing,2022-02-10,,2,G - All Ages,7.03,1211,,11007,2091,30,,,[],['Music'],['Kids']
4366,Senki Zesshou Symphogear,TV,Original,13.0,Finished Airing,2012-01-06,2012-03-30,23,PG-13 - Teens 13 or older,7.03,44749,4045.0,1821,118239,1114,winter,2012.0,"['Action', 'Sci-Fi']","['Idols (Female)', 'Music']",[]
4367,Ooyukiumi no Kaina: Hoshi no Kenja,Movie,Mixed media,1.0,Finished Airing,2023-10-13,,99,PG-13 - Teens 13 or older,7.02,2073,4107.0,6518,9301,17,,,['Fantasy'],[],['Shounen']
4368,UniteUp!,TV,Music,12.0,Finished Airing,2023-01-07,2023-04-15,24,PG-13 - Teens 13 or older,7.02,2822,4124.0,6502,9351,84,winter,2023.0,['Slice of Life'],"['Idols (Male)', 'Music']",[]
4369,Mesudachi The Animation,OVA,Manga,2.0,Finished Airing,2022-11-25,2023-01-27,17,Rx - Hentai,7.02,2170,,8262,5168,15,,,['Hentai'],[],[]
4370,Tayu Tayu,OVA,Manga,4.0,Finished Airing,2013-10-27,2014-04-11,22,Rx - Hentai,7.02,4880,,5729,12676,71,,,['Hentai'],['Harem'],[]
4371,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,Special,Game,3.0,Finished Airing,2011-11-23,2012-10-24,6,G - All Ages,7.02,2188,4117.0,7544,6455,3,,,['Comedy'],[],[]
4372,Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu,OVA,Visual novel,2.0,Finished Airing,2010-10-22,2011-01-28,27,Rx - Hentai,7.02,4089,,6237,10267,34,,,['Hentai'],[],[]
4373,Ro-Kyu-Bu! SS,TV,Light novel,12.0,Finished Airing,2013-07-05,2013-09-27,24,PG-13 - Teens 13 or older,7.02,18385,4111.0,3564,38274,56,summer,2013.0,"['Comedy', 'Sports', 'Ecchi']","['School', 'Team Sports']",[]
4374,Hayate no Gotoku! Cuties,TV,Manga,12.0,Finished Airing,2013-04-09,2013-07-02,24,PG-13 - Teens 13 or older,7.02,20181,4089.0,3245,45236,51,spring,2013.0,"['Comedy', 'Romance']","['Harem', 'Parody']",['Shounen']
4375,Himouto! Umaru-chanS,Special,Manga,12.0,Finished Airing,2015-09-16,2016-02-17,2,PG-13 - Teens 13 or older,7.02,38742,4092.0,2364,79687,111,,,['Comedy'],[],['Seinen']
4376,Hime Chen! Otogi Chikku Idol Lilpri,TV,Game,51.0,Finished Airing,2010-04-04,2011-03-27,24,PG - Children,7.02,3931,4091.0,6148,10706,54,spring,2010.0,['Fantasy'],['Mahou Shoujo'],[]
4377,Fate/kaleid liner Prisma☆Illya,TV,Manga,10.0,Finished Airing,2013-07-13,2013-09-14,24,PG-13 - Teens 13 or older,7.02,125208,4085.0,869,275146,1023,summer,2013.0,"['Action', 'Comedy', 'Fantasy']",['Mahou Shoujo'],[]
4378,Ajin Part 2 OVA,OVA,Manga,1.0,Finished Airing,2017-04-07,,21,R - 17+ (violence & profanity),7.02,5729,4073.0,5210,16224,9,,,"['Action', 'Horror', 'Mystery', 'Supernatural']",[],['Seinen']
4379,Uta no☆Prince-sama♪ Maji Love 1000%,TV,Visual novel,13.0,Finished Airing,2011-07-03,2011-09-24,25,PG-13 - Teens 13 or older,7.02,97424,4125.0,1190,198180,1598,summer,2011.0,"['Comedy', 'Romance']","['Idols (Male)', 'Music', 'Reverse Harem', 'School']",['Josei']
4380,RESTART POiNTER,Music,Game,1.0,Finished Airing,2016-06-10,,3,G - All Ages,7.02,1440,,9921,2938,2,,,[],"['Idols (Male)', 'Music']",[]
4381,Nu Wushen de Canzhuo,ONA,Game,10.0,Finished Airing,2019-06-28,2019-08-30,5,PG-13 - Teens 13 or older,7.02,4671,4106.0,5625,13372,66,,,"['Comedy', 'Gourmet']",[],[]
4382,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,Movie,Original,1.0,Finished Airing,2015-08-22,,56,PG - Children,7.02,1323,4072.0,9247,3688,0,,,[],"['Idols (Female)', 'Music']",[]
4383,Shutsugeki! Machine Robo Rescue,TV,Unknown,53.0,Finished Airing,2003-01-08,2004-01-03,23,PG - Children,7.02,814,4114.0,10966,2111,11,winter,2003.0,"['Action', 'Sci-Fi']",['Mecha'],[]
4384,Dae Jang Geum: Jang Geum's Dream 2,TV,Other,26.0,Finished Airing,2007-03-14,2007-09-19,24,,7.02,905,4083.0,10835,2209,14,spring,2007.0,"['Adventure', 'Comedy', 'Gourmet']",['Historical'],[]
4385,Tokyo Ghoul √A,TV,Manga,12.0,Finished Airing,2015-01-09,2015-03-27,24,R - 17+ (violence & profanity),7.02,1190634,4121.0,48,1760967,10495,winter,2015.0,"['Action', 'Fantasy', 'Horror', 'Suspense']","['Gore', 'Psychological']",['Seinen']
4386,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,Special,Manga,2.0,Finished Airing,1996-07-25,,2,PG - Children,7.02,970,4086.0,9911,2950,8,,,['Comedy'],[],[]
4387,Jungle Taitei Movie (1997),Movie,Manga,1.0,Finished Airing,1997-08-01,,94,G - All Ages,7.02,2000,4094.0,8733,4457,14,,,"['Adventure', 'Fantasy']",[],[]
4388,Oseam,Movie,Novel,1.0,Finished Airing,2003-05-01,,77,G - All Ages,7.02,1974,4108.0,7413,6735,17,,,"['Adventure', 'Drama', 'Supernatural']",['Historical'],[]
4389,Nanatsu-iro★Drops,TV,Visual novel,12.0,Finished Airing,2007-07-03,2007-09-18,24,PG-13 - Teens 13 or older,7.02,9042,4121.0,4526,22872,93,summer,2007.0,['Romance'],"['Mahou Shoujo', 'School']",[]
4390,Tesagure! Bukatsumono Encore,TV,Original,12.0,Finished Airing,2014-01-12,2014-03-30,11,PG-13 - Teens 13 or older,7.02,1598,4120.0,8391,4969,13,winter,2014.0,['Comedy'],"['Parody', 'School']",[]
4391,Mekakucity Actors,TV,Mixed media,12.0,Finished Airing,2014-04-13,2014-06-29,23,PG-13 - Teens 13 or older,7.02,203894,4104.0,508,440441,3743,spring,2014.0,"['Sci-Fi', 'Supernatural']",['Super Power'],[]
4392,Kimi no Iru Machi OVA,OVA,Manga,2.0,Finished Airing,2014-01-17,2014-03-17,28,R+ - Mild Nudity,7.02,9010,4097.0,4871,19375,16,,,"['Drama', 'Romance']",['Love Polygon'],['Shounen']
4393,Daisuki! BuBu ChaCha,TV,Original,26.0,Finished Airing,2001-05-10,2001-11-29,25,G - All Ages,7.02,841,4085.0,11356,1846,4,spring,2001.0,[],['Pets'],['Kids']
4394,Gekijou Tanpen Macross Frontier: Toki no Meikyuu,Movie,Original,1.0,Finished Airing,2021-10-08,,14,PG-13 - Teens 13 or older,7.02,860,4088.0,9993,2859,10,,,"['Action', 'Romance', 'Sci-Fi']","['Mecha', 'Military', 'Music', 'Space']",[]
4395,Oshiete! Galko-chan,TV,Web manga,12.0,Finished Airing,2016-01-08,2016-03-25,7,PG-13 - Teens 13 or older,7.02,78217,4109.0,1314,179389,544,winter,2016.0,['Comedy'],['School'],[]
4396,"Wake Up, Girls!",TV,Original,12.0,Finished Airing,2014-01-11,2014-03-29,24,PG-13 - Teens 13 or older,7.02,19245,4127.0,2955,54149,200,winter,2014.0,['Drama'],"['Idols (Female)', 'Music']",[]
4397,Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni,OVA,Manga,1.0,Finished Airing,2013-09-13,,22,PG-13 - Teens 13 or older,7.02,21149,4079.0,3282,44332,30,,,['Comedy'],['School'],['Josei']
4398,Elf wo Karu Mono-tachi II,TV,Manga,12.0,Finished Airing,1997-10-02,1997-12-25,24,PG-13 - Teens 13 or older,7.02,6880,4084.0,5584,13605,12,fall,1997.0,"['Adventure', 'Comedy', 'Fantasy']",['Isekai'],['Shounen']
4399,Jungle no Ouja Tar-chan,TV,Manga,50.0,Finished Airing,1993-10-14,1994-09-29,24,R+ - Mild Nudity,7.02,655,4094.0,9885,2972,14,fall,1993.0,"['Action', 'Comedy']","['Gag Humor', 'Parody']",['Shounen']
4400,Kiddy Grade: Maelstrom,Movie,Original,1.0,Finished Airing,2007-06-23,,80,PG-13 - Teens 13 or older,7.02,1337,4096.0,8525,4754,4,,,"['Action', 'Sci-Fi']","['Mecha', 'Space', 'Super Power']",[]
4401,Sangenshoku,Music,Other,1.0,Finished Airing,2021-07-03,,3,PG-13 - Teens 13 or older,7.02,555,,13384,970,2,,,[],['Music'],[]
